"sp"	"x"	"y"	"Partition"	"PresAbse"
"Bradypus_variegatus"	41.125	34.125	1	0
"Bradypus_variegatus"	61.125	35.625	1	0
"Bradypus_variegatus"	119.125	25.2916666666667	1	0
"Bradypus_variegatus"	-95.2083333333333	65.375	1	0
"Bradypus_variegatus"	58.625	21.2083333333333	1	0
"Bradypus_variegatus"	-108.375	49.625	1	0
"Bradypus_variegatus"	11.5416666666667	28.7916666666667	1	0
"Bradypus_variegatus"	14.0416666666667	24.2083333333333	1	0
"Bradypus_variegatus"	-131.625	55.375	1	0
"Bradypus_variegatus"	87.9583333333333	24.7083333333333	1	0
"Bradypus_variegatus"	68.9583333333333	33.375	1	0
"Bradypus_variegatus"	-76.7916666666667	-3.04166666666666	1	0
"Bradypus_variegatus"	103.291666666667	-3.95833333333333	1	0
"Bradypus_variegatus"	125.041666666667	-25.625	1	0
"Bradypus_variegatus"	5.95833333333331	32.2916666666667	1	0
"Bradypus_variegatus"	-69.625	59.4583333333333	1	0
"Bradypus_variegatus"	7.125	25.625	1	0
"Bradypus_variegatus"	-7.875	11.9583333333333	1	0
"Bradypus_variegatus"	-68.375	-11.375	1	0
"Bradypus_variegatus"	144.041666666667	-19.625	1	0
"Bradypus_variegatus"	134.458333333333	-29.0416666666667	1	0
"Bradypus_variegatus"	13.7916666666667	79.7083333333333	1	0
"Bradypus_variegatus"	-73.7083333333333	46.4583333333333	1	0
"Bradypus_variegatus"	-67.875	-3.54166666666666	1	0
"Bradypus_variegatus"	-6.04166666666669	20.875	1	0
"Bradypus_variegatus"	-56.5416666666667	4.125	1	0
"Bradypus_variegatus"	-115.625	36.7916666666667	1	0
"Bradypus_variegatus"	173.541666666667	-41.2083333333333	1	0
"Bradypus_variegatus"	-41.625	80.0416666666667	1	0
"Bradypus_variegatus"	24.375	49.5416666666667	1	0
"Bradypus_variegatus"	178.541666666667	66.0416666666667	1	0
"Bradypus_variegatus"	-123.791666666667	72.5416666666667	1	0
"Bradypus_variegatus"	-63.0416666666667	5.79166666666667	1	0
"Bradypus_variegatus"	132.041666666667	46.125	1	0
"Bradypus_variegatus"	44.0416666666667	14.7916666666667	1	0
"Bradypus_variegatus"	-84.2083333333333	74.7916666666667	1	0
"Bradypus_variegatus"	-8.45833333333334	43.2916666666667	1	0
"Bradypus_variegatus"	39.125	54.9583333333333	1	0
"Bradypus_variegatus"	-95.4583333333333	44.0416666666667	1	0
"Bradypus_variegatus"	-126.541666666667	60.875	1	0
"Bradypus_variegatus"	-72.625	3.20833333333334	1	0
"Bradypus_variegatus"	-3.375	20.125	1	0
"Bradypus_variegatus"	10.9583333333333	47.9583333333333	1	0
"Bradypus_variegatus"	-60.125	-18.9583333333333	1	0
"Bradypus_variegatus"	-87.625	53.375	1	0
"Bradypus_variegatus"	100.958333333333	49.7916666666667	1	0
"Bradypus_variegatus"	113.875	44.2083333333333	1	0
"Bradypus_variegatus"	96.0416666666666	75.4583333333333	1	0
"Bradypus_variegatus"	-78.9583333333333	34.2916666666667	1	0
"Bradypus_variegatus"	96.875	67.2916666666667	1	0
"Bradypus_variegatus"	16.2083333333333	9.125	1	0
"Bradypus_variegatus"	-45.375	-13.7083333333333	1	0
"Bradypus_variegatus"	165.291666666667	62.2916666666667	1	0
"Bradypus_variegatus"	34.375	-4.20833333333333	1	0
"Bradypus_variegatus"	78.9583333333333	22.4583333333333	1	0
"Bradypus_variegatus"	131.291666666667	46.2916666666667	1	0
"Bradypus_variegatus"	-32.5416666666667	77.2083333333333	1	0
"Bradypus_variegatus"	16.2083333333333	60.4583333333333	1	0
"Bradypus_variegatus"	-134.458333333333	69.625	1	0
"Bradypus_variegatus"	-2.54166666666669	52.2083333333333	1	0
"Bradypus_variegatus"	29.9583333333333	15.7916666666667	1	0
"Bradypus_variegatus"	116.041666666667	0.458333333333343	1	0
"Bradypus_variegatus"	-41.9583333333333	-5.70833333333333	1	0
"Bradypus_variegatus"	42.5416666666667	2.54166666666667	1	0
"Bradypus_variegatus"	35.375	-14.875	1	0
"Bradypus_variegatus"	22.7916666666667	-5.70833333333333	1	0
"Bradypus_variegatus"	132.541666666667	-31.875	1	0
"Bradypus_variegatus"	53.2083333333333	27.4583333333333	1	0
"Bradypus_variegatus"	101.208333333333	19.9583333333333	1	0
"Bradypus_variegatus"	90.4583333333333	48.7916666666667	1	0
"Bradypus_variegatus"	111.041666666667	43.7083333333333	1	0
"Bradypus_variegatus"	-102.791666666667	39.0416666666667	1	0
"Bradypus_variegatus"	27.9583333333333	-20.2083333333333	1	0
"Bradypus_variegatus"	20.7916666666667	64.125	1	0
"Bradypus_variegatus"	3.125	34.7083333333333	1	0
"Bradypus_variegatus"	-126.208333333333	56.125	1	0
"Bradypus_variegatus"	75.2083333333333	72.0416666666667	1	0
"Bradypus_variegatus"	-57.2916666666667	4.29166666666667	1	0
"Bradypus_variegatus"	-94.625	66.5416666666667	1	0
"Bradypus_variegatus"	48.4583333333333	50.375	1	0
"Bradypus_variegatus"	-90.2083333333333	43.0416666666667	1	0
"Bradypus_variegatus"	12.375	12.2916666666667	1	0
"Bradypus_variegatus"	123.291666666667	-27.4583333333333	1	0
"Bradypus_variegatus"	8.04166666666666	10.7083333333333	1	0
"Bradypus_variegatus"	18.2083333333333	69.2083333333333	1	0
"Bradypus_variegatus"	115.041666666667	45.2083333333333	1	0
"Bradypus_variegatus"	-55.625	-4.20833333333333	1	0
"Bradypus_variegatus"	-66.875	-44.625	1	0
"Bradypus_variegatus"	-89.7083333333333	65.375	1	0
"Bradypus_variegatus"	133.041666666667	-22.7083333333333	1	0
"Bradypus_variegatus"	-114.458333333333	51.9583333333333	1	0
"Bradypus_variegatus"	99.5416666666666	13.2916666666667	1	0
"Bradypus_variegatus"	-31.875	68.9583333333333	1	0
"Bradypus_variegatus"	20.2916666666667	18.7916666666667	1	0
"Bradypus_variegatus"	77.4583333333333	43.0416666666667	1	0
"Bradypus_variegatus"	-158.291666666667	61.125	1	0
"Bradypus_variegatus"	68.7083333333333	60.7083333333333	1	0
"Bradypus_variegatus"	-96.875	29.625	1	0
"Bradypus_variegatus"	43.875	-23.125	1	0
"Bradypus_variegatus"	159.208333333333	69.4583333333333	1	0
"Bradypus_variegatus"	-128.041666666667	66.875	1	0
"Bradypus_variegatus"	17.0416666666667	-3.20833333333333	1	0
"Bradypus_variegatus"	-161.625	59.7083333333333	1	0
"Bradypus_variegatus"	-70.125	-52.0416666666667	1	0
"Bradypus_variegatus"	6.375	35.125	1	0
"Bradypus_variegatus"	-111.541666666667	29.7083333333333	1	0
"Bradypus_variegatus"	61.375	40.2916666666667	1	0
"Bradypus_variegatus"	-63.7083333333333	5.95833333333334	1	0
"Bradypus_variegatus"	21.0416666666667	-20.0416666666667	1	0
"Bradypus_variegatus"	125.625	42.7916666666667	1	0
"Bradypus_variegatus"	-2.875	16.2083333333333	1	0
"Bradypus_variegatus"	130.958333333333	32.7083333333333	1	0
"Bradypus_variegatus"	43.5416666666667	46.9583333333333	1	0
"Bradypus_variegatus"	-71.625	48.875	1	0
"Bradypus_variegatus"	6.29166666666666	8.375	1	0
"Bradypus_variegatus"	-36.7916666666667	-10.125	1	0
"Bradypus_variegatus"	-147.958333333333	65.875	1	0
"Bradypus_variegatus"	108.875	32.375	1	0
"Bradypus_variegatus"	97.875	43.0416666666667	1	0
"Bradypus_variegatus"	-124.625	61.375	1	0
"Bradypus_variegatus"	74.7916666666667	17.625	1	0
"Bradypus_variegatus"	-116.958333333333	33.0416666666667	1	0
"Bradypus_variegatus"	-91.625	66.7916666666667	1	0
"Bradypus_variegatus"	112.375	47.125	1	0
"Bradypus_variegatus"	-121.041666666667	75.7083333333333	1	0
"Bradypus_variegatus"	95.125	18.875	1	0
"Bradypus_variegatus"	87.9583333333333	66.7083333333333	1	0
"Bradypus_variegatus"	-21.4583333333333	80.7916666666667	1	0
"Bradypus_variegatus"	44.7083333333333	62.125	1	0
"Bradypus_variegatus"	36.375	38.375	1	0
"Bradypus_variegatus"	-159.875	62.2916666666667	1	0
"Bradypus_variegatus"	113.125	33.2916666666667	1	0
"Bradypus_variegatus"	-162.375	67.7916666666667	1	0
"Bradypus_variegatus"	78.5416666666666	54.125	1	0
"Bradypus_variegatus"	49.0416666666667	10.7083333333333	1	0
"Bradypus_variegatus"	-122.708333333333	48.625	1	0
"Bradypus_variegatus"	-43.2083333333333	-14.625	1	0
"Bradypus_variegatus"	22.2083333333333	-28.625	1	0
"Bradypus_variegatus"	3.45833333333331	12.4583333333333	1	0
"Bradypus_variegatus"	-127.958333333333	62.2916666666667	1	0
"Bradypus_variegatus"	-0.0416666666666856	8.04166666666667	1	0
"Bradypus_variegatus"	-42.625	-6.29166666666666	1	0
"Bradypus_variegatus"	-67.7083333333333	-9.45833333333333	1	0
"Bradypus_variegatus"	176.125	65.0416666666667	1	0
"Bradypus_variegatus"	-49.2083333333333	77.2916666666667	1	0
"Bradypus_variegatus"	37.2916666666667	25.625	1	0
"Bradypus_variegatus"	30.7916666666667	4.04166666666667	1	0
"Bradypus_variegatus"	82.875	53.2916666666667	1	0
"Bradypus_variegatus"	26.125	69.2083333333333	1	0
"Bradypus_variegatus"	-13.2916666666667	13.875	1	0
"Bradypus_variegatus"	-110.708333333333	70.125	1	0
"Bradypus_variegatus"	-59.125	47.7083333333333	1	0
"Bradypus_variegatus"	147.208333333333	-32.5416666666667	1	0
"Bradypus_variegatus"	-90.875	69.2083333333333	1	0
"Bradypus_variegatus"	36.4583333333333	14.2083333333333	1	0
"Bradypus_variegatus"	30.2916666666667	30.4583333333333	1	0
"Bradypus_variegatus"	-98.625	32.625	1	0
"Bradypus_variegatus"	99.625	15.2916666666667	1	0
"Bradypus_variegatus"	-71.7916666666667	80.375	1	0
"Bradypus_variegatus"	106.875	30.625	1	0
"Bradypus_variegatus"	15.9583333333333	9.79166666666667	1	0
"Bradypus_variegatus"	97.875	65.7916666666667	1	0
"Bradypus_variegatus"	-174.208333333333	64.9583333333333	1	0
"Bradypus_variegatus"	15.9583333333333	-24.0416666666667	1	0
"Bradypus_variegatus"	-109.458333333333	56.125	1	0
"Bradypus_variegatus"	89.7083333333333	30.5416666666667	1	0
"Bradypus_variegatus"	25.9583333333333	24.7916666666667	1	0
"Bradypus_variegatus"	-66.839152	10.494155	1	1
"Bradypus_variegatus"	-83.664421	8.642761	1	1
"Bradypus_variegatus"	-39.200282	-17.423446	1	1
"Bradypus_variegatus"	-82.713527	9.639746	1	1
"Bradypus_variegatus"	-77.063826	-0.426305	1	1
"Bradypus_variegatus"	-54.60534	-2.503619	1	1
"Bradypus_variegatus"	-75.197235	9.867846	1	1
"Bradypus_variegatus"	-83.78566	10.184399	1	1
"Bradypus_variegatus"	-66.897434	10.535738	1	1
"Bradypus_variegatus"	-54.951355	-2.513556	1	1
"Bradypus_variegatus"	-46.532749	-23.396544	1	1
"Bradypus_variegatus"	-76.739563	8.181069	1	1
"Bradypus_variegatus"	-84.599655	10.47123	1	1
"Bradypus_variegatus"	-83.958943	10.150512	1	1
"Bradypus_variegatus"	-79.63962	0.578047	1	1
"Bradypus_variegatus"	-44.720428	-23.220022	1	1
"Bradypus_variegatus"	-79.744906	8.890086	1	1
"Bradypus_variegatus"	-73.58325	8.466687	1	1
"Bradypus_variegatus"	-84.147673	9.435161	1	1
"Bradypus_variegatus"	-84.70037	10.50425	1	1
"Bradypus_variegatus"	-78.539342	8.822741	1	1
"Bradypus_variegatus"	-73.089345	7.067848	1	1
"Bradypus_variegatus"	-66.050777	-11.031658	1	1
"Bradypus_variegatus"	-79.543405	9.554406	1	1
"Bradypus_variegatus"	-77.373965	6.298074	1	1
"Bradypus_variegatus"	-82.325084	9.40532	1	1
"Bradypus_variegatus"	-79.267821	0.11874	1	1
"Bradypus_variegatus"	-75.807059	4.74411	1	1
"Bradypus_variegatus"	-83.453715	9.981545	1	1
"Bradypus_variegatus"	-79.649268	9.07737	1	1
"Bradypus_variegatus"	-73.33031	7.150594	1	1
"Bradypus_variegatus"	-78.843927	1.269477	1	1
"Bradypus_variegatus"	-85.056236	10.719603	1	1
"Bradypus_variegatus"	-74.76917	5.671	1	1
"Bradypus_variegatus"	-75.540111	7.922564	1	1
"Bradypus_variegatus"	-66.09115	-11.013649	1	1
"Bradypus_variegatus"	-79.590772	8.90252	1	1
"Bradypus_variegatus"	-73.713231	6.822317	1	1
"Bradypus_variegatus"	-83.62304	8.828372	1	1
"Bradypus_variegatus"	-79.551018	9.002765	1	1
"Bradypus_variegatus"	-42.773567	-22.45336	1	1
"Bradypus_variegatus"	-82.211227	8.790019	1	1
"Bradypus_variegatus"	-82.236598	8.865922	1	1
"Bradypus_variegatus"	-78.682059	-4.049379	1	1
"Bradypus_variegatus"	-76.45913	-0.472253	1	1
"Bradypus_variegatus"	-77.242936	-0.563401	1	1
"Bradypus_variegatus"	-72.543301	-7.728313	1	1
"Bradypus_variegatus"	-60.234984	-3.082886	1	1
"Bradypus_variegatus"	-81.217727	8.786015	1	1
"Bradypus_variegatus"	-82.482783	9.455221	1	1
"Bradypus_variegatus"	-44.218904	-2.529547	1	1
"Bradypus_variegatus"	-84.811554	10.639125	1	1
"Bradypus_variegatus"	-84.142258	9.386469	1	1
"Bradypus_variegatus"	-34.986671	-8.021379	1	1
"Bradypus_variegatus"	-67.05128	10.326909	1	1
"Bradypus_variegatus"	-85.046626	10.992381	1	1
"Bradypus_variegatus"	-77.669361	-1.033012	1	1
"Bradypus_variegatus"	-77.813603	-0.996297	1	1
"Bradypus_variegatus"	-66.791408	10.438665	1	1
"Bradypus_variegatus"	-43.199864	-22.947558	1	1
"Bradypus_variegatus"	-75.679422	9.404172	1	1
"Bradypus_variegatus"	-40.31483	-20.330934	1	1
"Bradypus_variegatus"	-78.892044	0.025173	1	1
"Bradypus_variegatus"	-79.835091	9.344544	1	1
"Bradypus_variegatus"	-75.42972	10.354817	1	1
"Bradypus_variegatus"	-76.922186	0.124508	1	1
"Bradypus_variegatus"	-84.728971	10.484371	1	1
"Bradypus_variegatus"	-84.78693	10.409754	1	1
"Bradypus_variegatus"	-64.903915	-14.834561	1	1
"Bradypus_variegatus"	-77.705318	8.156947	1	1
"Bradypus_variegatus"	-77.369541	6.336731	1	1
"Bradypus_variegatus"	-83.579346	8.531691	1	1
"Bradypus_variegatus"	-35.742144	-9.614132	1	1
"Bradypus_variegatus"	-82.571114	9.539036	1	1
"Bradypus_variegatus"	-83.511779	10.502237	1	1
"Bradypus_variegatus"	-83.920622	10.182591	1	1
"Bradypus_variegatus"	-83.603089	8.6988	1	1
"Bradypus_variegatus"	-84.968529	10.712353	1	1
"Bradypus_variegatus"	-75.635362	8.30337	1	1
"Bradypus_variegatus"	-76.179379	-0.031617	1	1
"Bradypus_variegatus"	-83.655256	9.894646	1	1
"Bradypus_variegatus"	-59.850202	-2.724677	1	1
"Bradypus_variegatus"	-74.3811	4.760126	1	1
"Bradypus_variegatus"	-34.991968	-7.974825	1	1
"Bradypus_variegatus"	-83.463984	10.432226	1	1
"Bradypus_variegatus"	-83.630822	8.84365	1	1
"Bradypus_variegatus"	-60.451617	-3.087518	1	1
"Bradypus_variegatus"	-79.408493	9.215932	1	1
"Bradypus_variegatus"	-79.546808	8.984717	1	1
"Bradypus_variegatus"	-67.809819	-9.973852	1	1
"Bradypus_variegatus"	-35.764118	-9.609689	1	1
"Bradypus_variegatus"	-44.770865	-23.211431	1	1
"Bradypus_variegatus"	-64.961796	-14.788236	1	1
"Bradypus_variegatus"	-43.46687	-22.782587	1	1
"Bradypus_variegatus"	-86.834167	14.452016	1	1
"Bradypus_variegatus"	-82.819569	9.722904	1	1
"Bradypus_variegatus"	-82.382768	9.287786	1	1
"Bradypus_variegatus"	-84.617836	10.383282	1	1
"Bradypus_variegatus"	-77.395658	-1.232799	1	1
"Bradypus_variegatus"	-80.782127	8.537981	1	1
"Bradypus_variegatus"	-76.968687	-0.332299	1	1
"Bradypus_variegatus"	-43.272642	-22.479293	1	1
"Bradypus_variegatus"	-83.097703	8.436447	1	1
"Bradypus_variegatus"	-84.037893	10.473364	1	1
"Bradypus_variegatus"	-67.870938	-9.961025	1	1
"Bradypus_variegatus"	-34.87508	-7.914991	1	1
"Bradypus_variegatus"	-83.116508	9.9762	1	1
"Bradypus_variegatus"	-74.14311	11.15327	1	1
"Bradypus_variegatus"	-75.547963	10.422404	1	1
"Bradypus_variegatus"	-63.18716	-18.119742	1	1
"Bradypus_variegatus"	-79.908105	9.192116	1	1
"Bradypus_variegatus"	-84.10685	10.368847	1	1
"Bradypus_variegatus"	-84.839895	10.500657	1	1
"Bradypus_variegatus"	-43.3055	-22.986724	1	1
"Bradypus_variegatus"	-84.592636	9.831946	1	1
"Bradypus_variegatus"	-72.917518	-3.257878	1	1
"Bradypus_variegatus"	-76.436883	-0.509705	1	1
"Bradypus_variegatus"	-80.070854	8.643978	1	1
"Bradypus_variegatus"	-82.313362	9.150797	1	1
"Bradypus_variegatus"	-73.405397	-4.390895	1	1
"Bradypus_variegatus"	-85.014941	10.645228	1	1
"Bradypus_variegatus"	-63.189628	-17.789505	1	1
"Bradypus_variegatus"	-75.481328	8.631476	1	1
"Bradypus_variegatus"	-83.953178	10.334077	1	1
"Bradypus_variegatus"	-82.773331	9.658055	1	1
